date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:07:19	34353/34353	---M--	200	added ('OK')	image/jpeg	etag:%228631-6628ef45-83d4916f382d6a;;;%22	https://html.themewant.com/studykids/assets/images/blog/blog-08.jpg	C:/My%20Web%20Sites/LearnEasy/html.themewant.com/studykids/assets/images/blog/blog-08.jpg	(from https://html.themewant.com/studykids/index-four.html)
10:07:19	5375/5375	---M-Z	200	added ('OK')	image/svg+xml	etag:%2214ff-6628ef45-7002429af30d7cc2;gz%22	https://html.themewant.com/studykids/assets/images/banner/shape/23.svg	C:/My%20Web%20Sites/LearnEasy/html.themewant.com/studykids/assets/images/banner/shape/23.svg	(from https://html.themewant.com/studykids/index-four.html)
10:07:20	821/821	---M-Z	200	added ('OK')	image/svg+xml	etag:%22335-6628ef45-aca51cccf15ba0d0;gz%22	https://html.themewant.com/studykids/assets/images/banner/shape/02.svg	C:/My%20Web%20Sites/LearnEasy/html.themewant.com/studykids/assets/images/banner/shape/02.svg	(from https://html.themewant.com/studykids/index-four.html)
10:07:20	6966/6966	---M-Z	200	added ('OK')	image/svg+xml	etag:%221b36-6628ef45-c3dcb3660455d937;gz%22	https://html.themewant.com/studykids/assets/images/banner/shape/24.svg	C:/My%20Web%20Sites/LearnEasy/html.themewant.com/studykids/assets/images/banner/shape/24.svg	(from https://html.themewant.com/studykids/index-four.html)
10:07:20	89501/89501	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215d9d-6628ef45-86a4d2ebaf45a161;gz%22	https://html.themewant.com/studykids/assets/js/vendor/jquery.min.js	C:/My%20Web%20Sites/LearnEasy/html.themewant.com/studykids/assets/js/vendor/jquery.min.js	(from https://html.themewant.com/studykids/index-four.html)
10:07:21	539419/539419	---M-Z	200	added ('OK')	application/x-javascript	etag:%2283b1b-6628ef45-3a962973c4c43054;gz%22	https://html.themewant.com/studykids/assets/js/vendor/jquery-ui.js	C:/My%20Web%20Sites/LearnEasy/html.themewant.com/studykids/assets/js/vendor/jquery-ui.js	(from https://html.themewant.com/studykids/index-four.html)
10:07:21	9557/9557	---M-Z	200	added ('OK')	application/x-javascript	etag:%222555-6628ef45-1d372d6b2485f349;gz%22	https://html.themewant.com/studykids/assets/js/vendor/metismenu.js	C:/My%20Web%20Sites/LearnEasy/html.themewant.com/studykids/assets/js/vendor/metismenu.js	(from https://html.themewant.com/studykids/index-four.html)
10:07:21	20219/20219	---M-Z	200	added ('OK')	application/x-javascript	etag:%224efb-6628ef45-301cca49c92f5994;gz%22	https://html.themewant.com/studykids/assets/js/vendor/magnifying-popup.js	C:/My%20Web%20Sites/LearnEasy/html.themewant.com/studykids/assets/js/vendor/magnifying-popup.js	(from https://html.themewant.com/studykids/index-four.html)
10:07:22	139379/139379	---M-Z	200	added ('OK')	application/x-javascript	etag:%2222073-6628ef45-1cf90be0f4aaf83c;gz%22	https://html.themewant.com/studykids/assets/js/plugins/swiper.js	C:/My%20Web%20Sites/LearnEasy/html.themewant.com/studykids/assets/js/plugins/swiper.js	(from https://html.themewant.com/studykids/index-four.html)
10:07:22	2181/2181	---M-Z	200	added ('OK')	application/x-javascript	etag:%22885-6628ef45-e2e11e9ede09988c;gz%22	https://html.themewant.com/studykids/assets/js/plugins/counterup.js	C:/My%20Web%20Sites/LearnEasy/html.themewant.com/studykids/assets/js/plugins/counterup.js	(from https://html.themewant.com/studykids/index-four.html)
10:07:22	9052/9052	---M-Z	200	added ('OK')	application/x-javascript	etag:%22235c-6628ef45-dcaac890e26e8bb9;gz%22	https://html.themewant.com/studykids/assets/js/vendor/waypoint.js	C:/My%20Web%20Sites/LearnEasy/html.themewant.com/studykids/assets/js/vendor/waypoint.js	(from https://html.themewant.com/studykids/index-four.html)
10:07:23	8183/8183	---M-Z	200	added ('OK')	application/x-javascript	etag:%221ff7-6628ef45-b0d0e390116134c9;gz%22	https://html.themewant.com/studykids/assets/js/vendor/waw.js	C:/My%20Web%20Sites/LearnEasy/html.themewant.com/studykids/assets/js/vendor/waw.js	(from https://html.themewant.com/studykids/index-four.html)
10:07:23	35456/35456	---M-Z	200	added ('OK')	application/x-javascript	etag:%228a80-6628ef45-e17944e0bf8a0f64;gz%22	https://html.themewant.com/studykids/assets/js/plugins/isotop.js	C:/My%20Web%20Sites/LearnEasy/html.themewant.com/studykids/assets/js/plugins/isotop.js	(from https://html.themewant.com/studykids/index-four.html)
10:07:23	5559/5559	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215b7-6628ef45-86a09135ce77f294;gz%22	https://html.themewant.com/studykids/assets/js/plugins/imagesloaded.pkgd.min.js	C:/My%20Web%20Sites/LearnEasy/html.themewant.com/studykids/assets/js/plugins/imagesloaded.pkgd.min.js	(from https://html.themewant.com/studykids/index-four.html)
10:07:24	2235/2235	---M-Z	200	added ('OK')	application/x-javascript	etag:%228bb-6628ef45-e9ca78136ef2fb3e;gz%22	https://html.themewant.com/studykids/assets/js/plugins/resizer-sensor.js	C:/My%20Web%20Sites/LearnEasy/html.themewant.com/studykids/assets/js/plugins/resizer-sensor.js	(from https://html.themewant.com/studykids/index-four.html)
